%
1			achieve
女人			8
女性			8
子宫			8
小吃			8
小吃店			8
小儿科			8
小便			8
小腿			8
不良			8
中毒			8
中风			8
中医			8
元气			8
内脏			8
分裂症			8
切除			8
勾引			8
午饭			8
午餐			8
反胃			8
幻视			8
幻觉			8
幻听			8
引诱			8
心			8
心肌			8
心血管			8
心痛			8
心跳			8
心电图			8
心脏			8
心脏病			8
手			8
手心			8
手肘			8
手指			8
手术			8
手术室			8
手掌			8
手臂			8
支气管			8
止咳			8
止痛药			8
比萨			8
毛			8
毛发			8
水			8
水性杨花			8
水果			8
水果酒			8
火锅			8
牙			8
牙床			8
牙科			8
牙齿			8
牙医			8
牙龈			8
牛奶			8
丘疹			8
主餐			8
充血			8
出汗			8
出血			8
加护			8
可口			8
可乐			8
外科			8
失明			8
失眠			8
奶			8
奶头			8
孕			8
孕期			8
打嗝			8
打瞌睡			8
正餐			8
生存			8
生命			8
生病			8
生理			8
生殖			8
生殖器			8
用餐			8
甲状腺			8
白内障			8
白血病			8
皮			8
皮疹			8
皮肤			8
立得宁			8
份			8
份量			8
冰淇淋			8
冰糖			8
吃			8
吃素			8
吃饱			8
同性恋			8
吐			8
好吃			8
好色			8
安眠药			8
成药			8
早产			8
早饭			8
早餐			8
有害			8
有病			8
死			8
死尸			8
汗			8
汗水			8
百忧解			8
老二			8
老花眼			8
老饕			8
耳朵			8
肉			8
肉体			8
肋骨			8
肌			8
肌肉			8
肌腱			8
自助餐			8
舌			8
舌头			8
色情			8
血			8
血液			8
血淋淋			8
血清			8
血统			8
血腥			8
血管			8
血癌			8
衣服			8
西斯			8
伴侣			8
低温			8
住院			8
作呕			8
免疫			8
冷			8
卵			8
卵巢			8
吞			8
吞下			8
吞咽			8
吸收			8
吸毒			8
吸烟			8
吻			8
吻痕			8
壮阳药			8
妊娠			8
妓			8
妓女			8
尿			8
尿液			8
尿道			8
屁股			8
弄醒			8
快餐			8
抗过动药			8
抗酸			8
抗药			8
汽水			8
沈溺			8
沉迷			8
沉溺			8
色拉			8
狂饮			8
狂热			8
狂躁			8
狂欢			8
男			8
秃头			8
肘			8
肚子			8
肛交			8
肛门			8
肝			8
肝脏			8
角膜			8
赤裸			8
足			8
足尖			8
足科			8
足病			8
身体			8
乳			8
乳汁			8
乳房			8
乳制品			8
乳头			8
乳癌			8
依偎			8
儿科			8
两性			8
刮除			8
制酸			8
刺痛			8
受孕			8
受伤			8
味道			8
呼吸			8
呼气			8
咀嚼			8
咖啡			8
咖啡豆			8
性			8
性交			8
性别			8
性命			8
性病			8
性高潮			8
性欲			8
性爱			8
性感			8
性欲			8
性变态			8
披衣菌			8
披萨			8
抱			8
抽血			8
抽动			8
抽筋			8
抽烟			8
抽烟			8
拉皮			8
拉屎			8
拔罐			8
放射			8
昏昏欲睡			8
昏倒			8
昏眩			8
昏迷			8
昏厥			8
昏睡			8
服装			8
服药			8
果			8
果汁			8
果实			8
油炸			8
治疗			8
治愈			8
炒饭			8
疙瘩			8
盲			8
盲人			8
盲肠			8
盲肠炎			8
直肠			8
知觉			8
股			8
肥			8
肥胖			8
肥胖症			8
肩膀			8
肺			8
肺气肿			8
肺脏			8
近视			8
阻塞			8
阿司匹林			8
青光眼			8
青春痘			8
青菜			8
便秘			8
保险套			8
冠状动脉			8
削瘦			8
前列腺			8
勃起			8
咪咪			8
咳			8
咳嗽			8
咽喉			8
垂涎			8
威士忌			8
屎			8
扁桃腺			8
指节			8
指压			8
指关节			8
按摩			8
挑逗			8
毒			8
毒物			8
毒品			8
毒素			8
毒药			8
洗肠			8
洗澡			8
洨			8
活			8
活力			8
活跃			8
流汗			8
流血			8
流食			8
流产			8
流感			8
流质			8
炸			8
疣			8
疥癣			8
穿			8
穿戴			8
美白			8
美味			8
胃			8
胃口			8
胃灼热			8
胃痛			8
胃酸			8
胖			8
苗条			8
苦恼			8
贞节			8
贞洁			8
贞操			8
军医			8
重			8
重量			8
重听			8
食			8
食入			8
食物			8
食品			8
食欲			8
修长			8
候诊			8
哮喘			8
哺乳			8
哽			8
唇			8
唇部			8
宴			8
宴会			8
宵夜			8
弱			8
恐惧症			8
耻骨			8
挨饿			8
核磁共振			8
气息			8
气喘			8
消化			8
消炎			8
消掉			8
烈酒			8
烘			8
烘烤			8
烘培			8
烘焙			8
烤			8
狼吞虎咽			8
疱疹			8
疲倦			8
疲劳			8
疲惫			8
疹			8
疹子			8
疼痛			8
疾病			8
痂			8
病			8
病房			8
病原			8
病假			8
病理			8
病理学			8
病态			8
病征			8
症状			8
症候群			8
疱疹			8
真皮			8
眩晕			8
神经			8
神经元			8
神经病			8
神经学			8
粉刺			8
素食			8
胯			8
胯部			8
胰岛素			8
胳肢窝			8
胸			8
胸脯			8
胸部			8
胸膛			8
脂肪			8
脉搏			8
脉冲			8
脊柱			8
脊椎			8
脊髓			8
茶			8
茶叶			8
衰弱			8
迷人			8
退烧药			8
配戴			8
配药			8
酒			8
酒吧			8
酒精			8
酒醉			8
针灸			8
饥饿			8
骨			8
骨盆			8
骨瘦如柴			8
骨质			8
骨头			8
骨骼			8
高血压			8
高潮			8
偏头痛			8
做菜			8
做爱			8
健保			8
健康			8
健检			8
偷情			8
勒戒			8
动脉			8
啤酒			8
堵塞			8
娼			8
娼妓			8
妇科			8
宿醉			8
康复			8
强壮			8
强奸			8
强迫症			8
强暴			8
强暴犯			8
悸动			8
情人			8
情欲			8
排汗			8
排毒			8
排骨			8
挂号			8
敏感			8
晚饭			8
晚餐			8
梅毒			8
淋巴			8
淋巴液			8
淋病			8
淤血			8
淫乱			8
淫欲			8
淫荡			8
烹饪			8
烹调			8
甜			8
甜点			8
痔疮			8
眼角膜			8
眼睛			8
窒息			8
累			8
脖子			8
处女			8
处方			8
蛋			8
贪吃			8
趾			8
造影			8
阴毛			8
阴茎			8
阴部			8
阴道			8
雪茄			8
麻木			8
麻痹			8
创伤			8
唾液			8
唾腺			8
喉糖			8
喉头			8
喉咙			8
喘气			8
唤醒			8
喜酒			8
喝			8
喝醉			8
寒冷			8
寒颤			8
复原			8
掌			8
掌心			8
斑点			8
减肥			8
渴			8
渴望			8
滋味			8
滋养			8
无痛			8
煮			8
煮沸			8
煮菜			8
煮熟			8
痘			8
痉挛			8
痛			8
痛苦			8
痛饮			8
发汗			8
发作			8
发育			8
发炎			8
发烧			8
困			8
童贞			8
结石			8
结肠			8
绞痛			8
胀气			8
腋			8
腋窝			8
肾脏			8
腕			8
菜肴			8
烟			8
虚弱			8
视网膜			8
诊所			8
诊断			8
诊断书			8
贺尔蒙			8
贲门			8
超重			8
进食			8
进餐			8
开胃			8
开胃菜			8
开药			8
阳具			8
阳物			8
隆起			8
饭店			8
饮			8
饮食			8
饮料			8
乱伦			8
催吐			8
传染			8
伤			8
伤口			8
伤疤			8
伤害			8
干			8
爱			8
爱人			8
爱滋			8
艾滋病			8
爱恋			8
感官			8
感冒			8
感染			8
感觉			8
晕眩			8
温度计			8
煎			8
烟			8
照料			8
照顾			8
烦恼			8
畸形			8
瘀			8
睪丸			8
节食			8
意大利面			8
脑			8
脑袋			8
肿			8
肿胀			8
肿块			8
肿瘤			8
腮帮子			8
腰			8
腰身			8
腰部			8
腱			8
脚			8
脚后跟			8
脚背			8
脚病			8
脚趾			8
脚趾甲			8
脚跟			8
脚踝			8
肠			8
肠子			8
肠胃			8
肠道			8
腹肌			8
腹部			8
腹痛			8
腹腔			8
腹泻			8
腺			8
腺体			8
葡萄酒			8
解毒			8
运动			8
过重			8
过敏			8
过敏原			8
雷射			8
饱			8
厌食			8
厌食症			8
呕			8
呕吐			8
寿命			8
嫖			8
嫖妓			8
慢性			8
慢性病			8
截肢			8
搂抱			8
撤退			8
畅饮			8
卤味			8
睡			8
睡着			8
睡觉			8
睾			8
碟子			8
种马			8
精疲力尽			8
精疲力竭			8
精神病			8
精神病药			8
精液			8
维他命			8
维生素			8
腿			8
膀胱			8
舔			8
蜜饯			8
裸			8
裸露			8
裸体			8
诱奸			8
诱惑			8
远视			8
鼻			8
鼻子			8
鼻孔			8
鼻腔			8
鼻窦炎			8
僵			8
僵硬			8
嘴			8
嘴巴			8
嘴唇			8
嘴部			8
恶心			8
噎			8
堕胎			8
厨房			8
征候			8
欲望			8
忧郁			8
撑			8
撒尿			8
暴食			8
暴饮暴食			8
溃疡			8
热情			8
疮			8
瘦			8
盘子			8
瞎			8
磕药			8
膝盖			8
膝关节			8
胶布			8
蔬菜			8
卖淫			8
贱人			8
踝			8
醉酒			8
饿			8
驼背			8
骷髅			8
发			8
齿			8
剂			8
剂量			8
拥抱			8
整形			8
激			8
激素			8
激起			8
激情			8
糕点			8
糖			8
糖尿病			8
糖果			8
膳食			8
荡妇			8
亲			8
亲吻			8
醒			8
锭			8
静脉			8
头			8
头皮			8
头昏眼花			8
头骨			8
头痛			8
头晕			8
头晕目眩			8
头脑			8
头盖骨			8
头发			8
头颅			8
颈			8
餐			8
餐车			8
餐馆			8
餐厅			8
戴			8
擦伤			8
检查			8
营养			8
疗法			8
癌			8
癌症			8
矫正			8
粪			8
绷带			8
胆固醇			8
胆囊			8
脓			8
脓包			8
臀			8
臀部			8
臂			8
脸			8
脸颊			8
临床			8
蕾丝边			8
薯条			8
避孕药			8
阑尾			8
阑尾炎			8
喂			8
喂食			8
黏液			8
黏膜			8
点心			8
躯干			8
躯体			8
转诊			8
医生			8
医治			8
医师			8
医院			8
医学			8
医疗			8
医药			8
镇痛			8
镇静剂			8
双性恋			8
双脚			8
杂货店			8
鸡皮疙瘩			8
鸡尾酒			8
额			8
额头			8
咽			8
咽下			8
怀孕			8
药			8
药丸			8
药方			8
药片			8
药房			8
药理学			8
药剂			8
链球菌			8
关节			8
嚼			8
痒			8
窦			8
苏打			8
躁郁症			8
面包			8
面食			8
面团			8
摄入			8
摄食			8
摄护腺			8
灌肠			8
护士			8
护理			8
瘾			8
听觉			8
聋			8
聋哑			8
饕客			8
恋爱			8
晒黑			8
晒伤			8
纤细			8
验光			8
体力			8
体重			8
体格			8
体温计			8
瘫痪			8
颅			8

二头肌			9
上衣			9
下巴			9
口			9
口水			9
口渴			9
口腔			9
大便			9
大脑			9
大腿			9
子宫			9
小便			9
小腿			9
内脏			9
心			9
心肌			9
心脏			9
手			9
手心			9
手肘			9
手指			9
手掌			9
手臂			9
毛			9
毛发			9
牙			9
牙床			9
牙齿			9
牙龈			9
出汗			9
奶头			9
生命			9
生殖			9
生殖器			9
皮			9
皮肤			9
吐			9
死			9
汗			9
汗水			9
老二			9
耳朵			9
肉			9
肉体			9
肋骨			9
肌			9
肌肉			9
肌腱			9
舌			9
舌头			9
血			9
血液			9
血淋淋			9
血统			9
血管			9
衣服			9
卵巢			9
尿			9
尿液			9
尿道			9
屁股			9
弄醒			9
秃头			9
肘			9
肚子			9
肛门			9
肝			9
肝脏			9
角膜			9
赤裸			9
足			9
足尖			9
身体			9
乳房			9
乳头			9
刺痛			9
呼吸			9
性			9
性交			9
性高潮			9
拉屎			9
服装			9
疙瘩			9
盲肠			9
直肠			9
知觉			9
股			9
肥			9
肩膀			9
肺			9
肺脏			9
削瘦			9
前列腺			9
勃起			9
咪咪			9
咽喉			9
垂涎			9
屎			9
扁桃腺			9
指节			9
指关节			9
流汗			9
流血			9
穿			9
穿戴			9
胃			9
胃口			9
胖			9
苗条			9
食			9
食欲			9
修长			9
唇			9
唇部			9
气息			9
疹			9
疹子			9
真皮			9
神经			9
神经元			9
胯			9
胯部			9
胳肢窝			9
胸			9
胸脯			9
胸部			9
胸膛			9
脂肪			9
脉搏			9
脉冲			9
脊柱			9
脊椎			9
脊髓			9
配戴			9
骨			9
骨盆			9
骨瘦如柴			9
骨质			9
骨头			9
骨骼			9
高潮			9
动脉			9
强壮			9
情欲			9
排汗			9
排骨			9
眼角膜			9
眼睛			9
脖子			9
趾			9
阴茎			9
阴部			9
阴道			9
麻木			9
唾液			9
唾腺			9
喉头			9
喉咙			9
唤醒			9
掌			9
掌心			9
渴			9
发汗			9
困			9
结肠			9
腋			9
腋窝			9
肾脏			9
腕			9
视网膜			9
阳具			9
阳物			9
感官			9
睪丸			9
脑			9
脑袋			9
腮帮子			9
腰			9
腰身			9
腰部			9
腱			9
脚			9
脚后跟			9
脚背			9
脚趾			9
脚趾甲			9
脚跟			9
脚踝			9
肠			9
肠子			9
肠胃			9
肠道			9
腹肌			9
腹部			9
腹腔			9
睡			9
睡着			9
睡觉			9
腿			9
膀胱			9
舔			9
裸			9
裸露			9
裸体			9
鼻			9
鼻子			9
鼻孔			9
鼻腔			9
嘴			9
嘴巴			9
嘴唇			9
嘴部			9
撒尿			9
瘦			9
膝盖			9
膝关节			9
踝			9
鞋			9
驼背			9
骷髅			9
发			9
齿			9
醒			9
静脉			9
头			9
头皮			9
头骨			9
头脑			9
头盖骨			9
头发			9
头颅			9
颈			9
戴			9
粪			9
胆囊			9
脓			9
臀			9
臀部			9
臂			9
脸			9
脸颊			9
阑尾			9
黏液			9
黏膜			9
躯干			9
双脚			9
鸡皮疙瘩			9
额			9
额头			9
关节			9
痒			9
摄护腺			9
听觉			9
纤细			9
体力			9
颅			9

不解			10
不详			10
允许			10
反应			10
引出			10
引起			10
引发			10
引领			10
引导			10
加重			10
加强			10
加剧			10
必然			10
打算			10
由来			10
由于			10
目的			10
企图			10
因之			10
因此			10
因果			10
因为			10
如此			10
如此一来			10
如何			10
成果			10
成为			10
成效			10
何以			10
何以见得			10
作用			10
利用			10
改正			10
改变			10
更改			10
求证			10
究竟			10
使			10
使用			10
使得			10
来源			10
所以			10
果真			10
果然			10
促使			10
后果			10
怎么			10
为什么			10
为何			10
为啥			10
致使			10
迫使			10
原本			10
原因			10
原来			10
原理			10
效果			10
校正			10
根基			10
根源			10
根据			10
涉及			10
起因			10
起源			10
追溯			10
动机			10
基本			10
基于			10
基础			10
推理			10
推论			10
推断			10
教唆			10
条理			10
混淆			10
牵涉			10
理由			10
产生			10
许可			10
造成			10
造福			10
造孽			10
创立			10
创作			10
创始			10
创建			10
创造			10
创办人			10
报应			10
发明			10
发表			10
发起			10
发动			10
发现			10
发源			10
结局			10
结果			10
结论			10
意图			10
暗示			10
源自			10
源头			10
解决			10
试图			10
道理			10
达到			10
肇*			10
制作			10
制造			10
误导			10
领导			10
影响			10
缘故			10
导向			10
导致			10
操作			10
操控			10
操纵			10
断定			10
归因			10
归咎			10
证明			10
触动			10
触发			10
变化			10
变成			10
变更			10
变迁			10
让			10

一切			11
一再			11
一定			11
一直			11
一辈子			11
人人			11
不可			11
不可以			11
不可能			11
不容置疑			11
不得			11
不应该			11
不变			11
公定			11
公认			11
反驳			11
天长地久			11
支持			11
可靠			11
必定			11
必要			11
必备			11
必然			11
必须			11
正好			11
正面			11
正确			11
永久			11
永恒			11
永远			11
全*			11
合计			11
自信			11
判处			11
完全			11
完成			11
完美			11
完善			11
完整			11
把握			11
每*			11
决不			11
决定			11
决定性			11
事事			11
事实			11
定义			11
承诺			11
明白			11
明确			11
明了			11
明显			11
的确			11
直接*			11
肯定			11
非常			11
保证			11
信心			11
信奉			11
恒*			11
恰当			11
根本			11
海枯石烂			11
真			11
真正			11
真的			11
真相			11
真理			11
真实			11
纯			11
纯粹			11
坚定			11
从不			11
从未			11
从来			11
毫无			11
清晰			11
清楚			11
最后			11
无所不包			11
无限			11
无庸置疑			11
无条件			11
无疑			11
无论			11
无论如何			11
绝不			11
绝无			11
绝对			11
证明			11
极端			11
准确			11
当然			11
义务			11
万无一失			11
实情			11
实话			11
彻底			11
截然			11
精确			11
毅然			11
确*			11
整体			11
笃定			11
应有			11
总			11
总之			11
总共			11
总是			11
总计			11
总数			11
稳健			11
证明			11
证实			11
证据			11
铁定			11
铁证如山			11
显然			11

一切			12
一再			12
一些			12
一定			12
一直			12
一致			12
一起			12
一样			12
一辈子			12
了			12
了解			12
人人			12
入			12
十分			12
又			12
三思			12
下定决心			12
也			12
也许			12
大多数			12
大约			12
大致			12
大部分			12
大量			12
大概			12
小心			12
小心翼翼			12
干预			12
干扰			12
不			12
不一定			12
不少			12
不可			12
不可以			12
不可思议			12
不可能			12
不必			12
不甘			12
不用			12
不全			12
不合			12
不同			12
不足			12
不定			12
不明			12
不准			12
不容置疑			12
不能			12
不得			12
不清			12
不清不楚			12
不理			12
不然			12
不须			12
不会			12
不解			12
不详			12
不管			12
不需			12
不应该			12
不顾			12
不变			12
中			12
中止			12
之外			12
允许			12
内			12
内幕			12
公定			12
公认			12
分别			12
分析			12
分歧			12
分清			12
分辨			12
分类			12
及			12
反而			12
反思			12
反映			12
反省			12
反对			12
反驳			12
反应			12
天长地久			12
引出			12
引起			12
引发			12
引诱			12
引领			12
引导			12
心思			12
支持			12
支配			12
欠缺			12
止住			12
主要			12
主宰			12
主意			12
仔细			12
以为			12
出于			12
出现			12
加			12
加入			12
加上			12
加重			12
加强			12
加剧			12
包含			12
包括			12
半信半疑			12
去除			12
只			12
只是			12
可			12
可以			12
可是			12
可能			12
可疑			12
可靠			12
四处			12
平定			12
平常			12
必定			12
必要			12
必得			12
必备			12
必然			12
必须			12
打消			12
打算			12
打赌			12
打听			12
未必			12
未决			12
未定			12
未知			12
未料			12
本来			12
正好			12
正面			12
正常			12
正确			12
永久			12
永恒			12
永远			12
由来			12
由于			12
目的			12
矛盾			12
立即			12
交付			12
交代			12
交托			12
交换			12
任一			12
任何			12
任意			12
企图			12
全*			12
共同			12
各			12
合宜			12
合计			12
合理			12
同			12
同一			12
同意			12
同样			12
名声			12
名誉			12
回答			12
回绝			12
回想			12
回忆			12
回应			12
因之			12
因此			12
因果			12
因为			12
多数			12
多变			12
好奇			12
好像			12
如此			12
如此一来			12
如何			12
如果			12
守住			12
守旧			12
安排			12
成果			12
成为			12
成效			12
扣除			12
曲解			12
有限			12
有时			12
有时候			12
有异			12
有点			12
有点儿			12
此外			12
死板			12
考虑			12
考虑到			12
而且			12
而是			12
自白			12
自制			12
自信			12
估计			12
估算			12
似乎			12
但是			12
但愿			12
占有			12
何以			12
何以见得			12
作用			12
克制			12
判别			12
判决			12
判处			12
判断			12
利用			12
否			12
否决			12
否则			12
告知			12
告诫			12
困*			12
妥协			12
妨碍			12
完全			12
完成			12
完美			12
完善			12
完整			12
局部			12
希望			12
希冀			12
弄懂			12
形成			12
彷佛			12
忌讳			12
忐忑			12
忘			12
忘记			12
我们			12
戒律			12
戒除			12
批露			12
找			12
找出			12
找到			12
抉择			12
把握			12
抑制			12
抓*			12
投入			12
抗辩			12
改天			12
改正			12
改期			12
改变			12
更改			12
束			12
束缚			12
每*			12
求证			12
决不			12
决心			12
决定			12
决定性			12
决然			12
决策			12
决意			12
决议			12
沉思			12
没有			12
牢固			12
究竟			12
见解			12
足够			12
迂回			12
防*			12
事事			12
事实			12
些许			12
使			12
使用			12
使得			12
来			12
来自			12
来源			12
例如			12
供认			12
依从			12
依照			12
两者			12
其他			12
其实			12
典型			12
到			12
到处			12
到达			12
制*			12
刻意			12
协调			12
取决			12
取消			12
取缔			12
受限			12
周围			12
和			12
和解			12
固执			12
坦白			12
坦承			12
坦率			12
始料未及			12
委任			12
委托			12
定义			12
屈服			12
底			12
延期			12
延误			12
推迟			12
延迟			12
往往			12
征服			12
忠诚			12
忽略			12
忽视			12
或			12
或者			12
或许			12
所以			12
承认			12
承担			12
承诺			12
披露			12
抱怨			12
抵*			12
拒*			12
拓展			12
拖延			12
拘*			12
放任			12
放纵			12
明白			12
明智			12
明确			12
明了			12
明显			12
服从			12
果真			12
果然			12
果断			12
欣赏			12
武断			12
沿*			12
法则			12
注意			12
争论			12
的确			12
直接*			12
知			12
知悉			12
知情			12
知会			12
知道			12
知识			12
知觉			12
肯定			12
表示			12
表明			12
近似			12
阻*			12
附加			12
附近			12
附带			12
非常			12
非关			12
局*			12
促使			12
保*			12
信心			12
信仰			12
信任			12
信奉			12
信念			12
信赖			12
冒险			12
削减			12
勉强			12
封*			12
幽禁			12
很多			12
后果			12
后悔			12
怎地			12
怎么			12
思*			12
急迫			12
恒*			12
恍然大悟			12
恰当			12
持有			12
持续			12
指定			12
指派			12
指望			12
指挥			12
挑			12
挑选			12
挑衅			12
故意			12
是否			12
某			12
某人			12
某些			12
某物			12
洞悉			12
洞察			12
洞察力			12
泄漏			12
为什么			12
为何			12
为啥			12
抵触			12
界线			12
皆			12
相反			12
相比			12
相加			12
相同			12
相似			12
相见恨晚			12
相信			12
相当			12
相对			12
相关			12
盼望			12
省略			12
看出			12
看来			12
看法			12
约束			12
致使			12
若			12
若干			12
若非			12
苦恼			12
茅塞顿开			12
要			12
要求			12
计算			12
负责			12
迫*			12
重估			12
重建			12
重要			12
重现			12
重组			12
重造			12
重整			12
限*			12
倔强			12
准许			12
原本			12
原因			12
原来			12
原理			12
原谅			12
埋怨			12
容许			12
差不多			12
差别			12
差异			12
差距			12
差遣			12
悔不当初			12
悔恨			12
挫败			12
捉			12
捕捉			12
效果			12
料想			12
时常			12
校正			12
根本			12
根基			12
根源			12
根据			12
海枯石烂			12
消除			12
涉及			12
狭隘			12
真			12
真正			12
真的			12
真相			12
真理			12
真实			12
砥*			12
祝			12
祝福			12
神秘			12
秘密			12
纳闷			12
纯			12
纯粹			12
缺			12
缺少			12
缺乏			12
耽误			12
耽搁			12
能			12
能够			12
讯息			12
讯问			12
训练			12
托付			12
记住			12
记起			12
记得			12
记忆			12
起因			12
起源			12
迷失			12
迷惘			12
迷惑			12
追溯			12
追忆			12
除外			12
除此之外			12
除非			12
假定			12
假设			12
假装			12
假说			12
偏好			12
停*			12
偶然			12
偶尔			12
动摇			12
动机			12
区分			12
区别			12
参考			12
问			12
问题			12
启发			12
基本			12
基于			12
基础			12
坚决			12
坚定			12
将近			12
专心			12
专制			12
带			12
带有			12
带领			12
常常			12
张开			12
强制			12
强迫			12
徘徊			12
从不			12
从未			12
从来			12
惋惜			12
排列			12
排序			12
排除			12
采用			12
探究			12
探索			12
接受			12
接近			12
控制			12
推理			12
推测			12
推敲			12
推论			12
推断			12
叙述			12
教唆			12
教训			12
条理			12
弃权			12
欲望			12
毫无			12
深思			12
深思熟虑			12
混淆			12
添加			12
清晰			12
清楚			12
清醒			12
牵涉			12
猜			12
猜不透			12
猜测			12
猜想			12
猜疑			12
率领			12
现实			12
理由			12
理性			12
理智			12
理想			12
理会			12
理解			12
理论			12
产生			12
异于			12
疏忽			12
粗心			12
细心			12
细想			12
终止			12
习得			12
处理			12
被迫			12
规定			12
规则			12
规律			12
规划			12
规范			12
设防			12
设定			12
设计			12
设想			12
许可			12
责任			12
透露			12
通常			12
通牒			12
造成			12
造福			12
造孽			12
部分			12
部份			12
都			12
陈述			12
陷*			12
创立			12
创作			12
创始			12
创建			12
创造			12
创办人			12
胜过			12
喜欢			12
围住			12
报导			12
报应			12
寻找			12
就			12
几乎			12
掌控			12
掌管			12
描述			12
提			12
提及			12
提交			12
提防			12
提到			12
握住			12
揣度			12
揣测			12
揭示			12
揭发			12
揭露			12
敞开			12
普遍			12
曾经			12
最			12
最多			12
最后			12
期待			12
期盼			12
期望			12
减除			12
渴求			12
渴望			12
无			12
无用			12
无所不包			12
无法			12
无为			12
无限			12
无常			12
无庸置疑			12
无条件			12
无理			12
无意			12
无解			12
无论			12
无论如何			12
无关			12
无关紧要			12
然而			12
然后			12
犹疑			12
犹豫			12
琢磨			12
发明			12
发表			12
发起			12
发动			12
发问			12
发现			12
发源			12
发觉			12
短暂			12
稍微			12
等			12
等待			12
答案			12
答应			12
答复			12
答辩			12
结局			12
结果			12
结论			12
绝不			12
绝无			12
绝对			12
裁决			12
裁定			12
视为			12
证明			12
评估			12
评价			12
费解			12
进入			12
开			12
开放			12
间或			12
间接			12
传闻			12
倾向			12
仅仅			12
奥秘			12
彷徨			12
想			12
意*			12
感受			12
感觉			12
慎重			12
暗示			12
会			12
极限			12
极端			12
概念			12
源自			12
源头			12
准则			12
准备			12
准确			12
煞车			12
当然			12
碰巧			12
禁*			12
节制			12
绑*			12
捆			12
经常			12
经验			12
义务			12
万无一失			12
里			12
里面			12
解决			12
解析			12
解答			12
解开			12
解释			12
询问			12
试图			12
试验			12
诠释			12
信息			12
逼			12
逼迫			12
运气			12
遏*			12
道理			12
达到			12
违背			12
预防			12
预计			12
预期			12
顿悟			12
鼓舞			12
鼓励			12
侥幸			12
匮乏			12
尝试			12
察觉			12
实情			12
实话			12
宁可			12
宁愿			12
对付			12
对立			12
对抗			12
彻底			12
惯常			12
截止			12
截然			12
撤销			12
满意			12
演绎			12
漠视			12
疑问			12
疑惑			12
疑虑			12
尽责			12
尽量			12
监视			12
监禁			12
监察			12
监管			12
管制			12
管理			12
精确			12
精选			12
综合			12
维持			12
紧			12
紧急			12
紧密			12
肇*			12
与			12
蓄意			12
制作			12
制造			12
认出			12
认可			12
认知			12
认为			12
认识			12
误会			12
误解			12
误导			12
说明			12
轻忽			12
障碍			12
需要			12
颇			12
领悟			12
领会			12
领导			12
僵固			12
增加			12
宽恕			12
废止			12
废除			12
影响			12
征兆			12
征象			12
欲望			12
暂时			12
模棱两可			12
模糊			12
毅然			12
澄清			12
熟谙			12
确*			12
胡涂			12
缘故			12
谁			12
调查			12
调停			12
调节			12
调解			12
调整			12
谈及			12
请求			12
论说			12
质问			12
质疑			12
赌注			12
赌博			12
适合			12
适应			12
靠不住			12
靠拢			12
冀望			12
凝固			12
学习			12
学会			12
导向			12
导致			12
懊悔			12
挡开			12
操作			12
操控			12
操纵			12
担保			12
整体			12
晓得			12
机率			12
机会			12
机遇			12
激怒			12
激起			12
激发			12
激励			12
笃定			12
笃信			12
辨别			12
辨明			12
辨认			12
迟疑			12
遵守			12
遵从			12
选			12
选项			12
选择			12
遗忘			12
醍醐灌顶			12
错			12
错误			12
随时			12
随处			12
随意			12
随机			12
优于			12
优柔寡断			12
压抑			12
压制			12
压迫			12
压缩			12
懂			12
应有			12
应当			12
应该			12
挤压			12
暧昧			12
检查			12
检视			12
获得			12
环绕			12
了解			12
缩*			12
总			12
总之			12
总共			12
总是			12
总计			12
总数			12
总体			12
联系			12
声明			12
艰难			12
谜			12
豁然开朗			12
避*			12
还是			12
隐晦			12
隐瞒			12
向往			12
扩充			12
扩展			12
扩张			12
扰乱			12
断定			12
断然			12
朦胧			12
归因			12
归咎			12
归类			12
归属			12
简直			12
翻译			12
复议			12
谨慎			12
镇压			12
额外			12
惩*			12
怀念			12
怀疑			12
稳健			12
证明			12
证实			12
证据			12
识别			12
关联			12
难免			12
难解			12
难懂			12
愿			12
愿望			12
愿意			12
模拟			12
类似			12
劝阻			12
严峻			12
严格			12
严密			12
严厉			12
严谨			12
悬而未决			12
忏悔			12
觉悟			12
觉得			12
觉察			12
触动			12
触发			12
警告			12
警戒			12
警惕			12
议			12
议论			12
议题			12
阐明			12
阐述			12
缠*			12
踌躇			12
辩驳			12
辩护			12
铁定			12
铁证如山			12
顾虑			12
鉴别			12
鉴定			12
鉴识			12
变化			12
变成			12
变更			12
变动			12
变得			12
变迁			12
逻辑			12
显示			12
显现			12
显然			12
显露			12
体会			12
体认			12
让			12
让步			12
灵光			12
灵感			12
灵机一动			12
赞赏			12

一方面			13
一旦			13
一面			13
一边			13
又			13
也			13
才			13
不只			13
不如			13
不但			13
不然			13
不仅			13
不过			13
不管			13
不论			13
及			13
反正			13
且			13
以及			13
以免			13
另			13
另一方面			13
另外			13
只有			13
只要			13
可是			13
由于			13
亦			13
同			13
同样			13
因			13
因此			13
因而			13
因为			13
如			13
如此			13
如此一来			13
如果			13
此外			13
而			13
而且			13
至			13
但			13
但是			13
即使			13
否则			13
每当			13
那么			13
并			13
并且			13
和			13
或			13
或者			13
或是			13
所以			13
于是			13
况且			13
的话			13
直至			13
直到			13
却			13
故			13
既			13
既然			13
若			13
若非			13
若是			13
要是			13
倘若			13
除非			13
假如			13
假使			13
